 metabolite_name	17Dec15_P104N24	17Dec18_2P147	17Dec19_1exo	17Dec12_17exo	17Dec15_13exo	17Dec20_P95N19	17Dec15_P29N6	17Dec12_P83	17Dec15_P193	17Dec08_26exo	17Dec22_24exo	17Dec08_P110N29	17Dec20_UK001N	17Dec18_P162N42	17Dec18_25exo	17Dec22_8exo	17Dec19_15P169(28)	17Dec08_9exo	17Dec18_44exo	17Dec08_P145	17Dec18_P136N38	17Dec19_21exo	17Dec08_P31	17Dec18_3exo	17Dec15_35exo	17Dec15_39exo	17Dec22_P209N50	17Dec15_P126N33	17Dec22_14exo	17Dec18_P101N22	17Dec08_P134	17Dec15_23exo	17Dec12_P97(48)	17Dec15_40exo	17Dec18_P28N5	17Dec19_P37N12	17Dec11_P128	17Dec15_P36N11	17Dec11_18exo	17Dec18_P127N34	17Dec11_22exo	17Dec19_P82	17Dec20_P123	17Dec22_P89	17Dec18_50exo	17Dec11_10P66(25)	17Dec18_33exo	17Dec18_17P64(23)	17Dec12_5exo	17Dec08_P90	17Dec08_P125	17Dec15_2P58(19)	17Dec22_7exo	17Dec18_28exo	17Dec15_P92(46)	17Dec11_P88N15	17Dec22_29exo	17Dec18_P132(61)	17Dec15_36exo	17Dec20_P109N28	17Dec22_P32N7	17Dec20_47exo	17Dec11_48exo	17Dec19_41exo	17Dec22_5P73(31)	17Dec11_27exo	17Dec15_34exo	17Dec12_P94N18	17Dec19_32exo	17Dec20_45exo	17Dec22_11exo	17Dec08_P98	17Dec18_49exo	17Dec18_10exo	17Dec11_UK012	17Dec22_P81	17Dec20_P103	17Dec22_P35N10	17Dec22_P91N17	17Dec18_6exo	17Dec19_P192N49	17Dec20_30exo	17Dec12_8P76	17Dec15_2exo	17Dec22_P135N37	17Dec22_15exo	17Dec12_4exo	17Dec22_42exo	17Dec12_P108N27	17Dec18_UK009	17Dec11_P99N21	17Dec08_19exo	17Dec15_51exo	17Dec15_P164N44	17Dec15_43exo
TAG(54:4)+13C1 [+Na]	228717.8347	25900.36158	16454.2284	96139.95703	157931.9671	39082.76443	0	56344.99359	29087.78774	103486.1556	40836.91215	0	72442.55964	0	13779.52907	30223.04909	24226.54058	83346.3194	218412.9659	68330.42146	97931.86808	48923.11805	986505.6067	0	116028.3472	43439.24436	0	0	21731.62344	56864.77298	0	0	0	50850.40886	0	0	191949.4634	0	85843.43318	0	63684.43299	22989.85926	80911.30417	0	38320.49216	59909.11568	27641.89714	111721.0669	111301.0086	43940.67736	83996.49482	62177.22495	21106.38817	36021.51303	26491.73246	52662.44298	135315.1849	16730.33729	50463.45744	209657.0001	24090.97645	20913.10333	0	97218.40898	0	111644.6631	0	391325.2296	33996.52397	47478.89952	49502.96259	1038941.36	31897.07707	25334.11923	26321.47121	0	16641.04303	0	0	23621.93619	57001.83806	56609.99621	0	54299.47607	47340.71812	32286.93113	94783.37721	100871.9288	106034.6555	74943.51559	160975.2977	311231.8757	375658.6706	463657.7849	229282.1056
TAG(54:2)+13C2[+NH4]	98472.60423	10402.71242	0	39269.4626	122128.2593	43949.02336	0	0	17910.01209	0	0	0	27825.74398	0	0	17021.38839	0	0	68702.09408	0	38550.14843	18643.87061	239158.5824	0	53631.26019	18064.06042	0	0	0	13799.93809	0	67709.61232	0	53171.54764	0	0	117859.4851	0	85296.07531	0	85457.36198	0	18814.69197	0	27255.31252	48421.33847	0	47385.25821	52334.46545	0	0	27274.16731	0	33953.33973	16791.66238	50652.36772	23792.31402	12056.21166	31753.48707	47872.53327	0	16231.14304	0	76316.86619	0	70353.16732	0	175591.8042	0	18727.09602	0	660838.3013	43112.78926	0	0	0	0	0	0	25303.14659	42568.57907	16754.5926	0	30459.99498	0	0	25065.00808	39936.32644	65770.11105	80070.23192	144440.2217	128858.8267	346404.5037	287151.039	79212.42397
TAG(54:1)+13C0[+NH4]	59972.17536	0	0	51936.05592	121763.4073	108996.3244	0	0	24708.02341	0	0	0	25008.7495	0	12701.23982	22174.9778	0	0	83022.60554	0	42750.73529	26747.28186	175077.2589	18526.49559	49257.38245	0	0	0	0	0	0	106006.3555	0	99140.65942	0	0	149660.9641	0	119572.8043	0	96978.78307	0	13004.54721	0	22094.09114	50653.2323	0	69238.61324	77128.66071	0	0	25853.76342	16748.52998	34624.72054	18989.46371	68551.57163	24192.75303	13898.90392	36693.9826	39323.89531	0	27810.94798	27407.9884	93570.88606	26323.6271	77508.26979	0	219398.9652	0	12708.50629	0	687019.7975	78141.03548	10633.79086	0	0	0	0	57066.65002	31808.54592	104903.0848	19159.45843	0	22179.54249	16210.86141	34632.76662	33258.47383	50995.28666	114173.4922	75466.68715	185264.5892	176984.9178	334307.1538	256392.2806	40842.58811
TAG(54:4)+13C2 [+Na]	50703.05981	0	0	21094.85689	34949.17548	0	0	0	0	0	0	0	16928.85923	0	0	0	0	0	53451.66651	0	22735.28761	13292.58887	253333.8044	0	27136.61331	0	0	0	0	14065.41982	0	0	0	0	0	0	47150.61766	0	0	0	0	0	19805.2612	0	0	0	0	27751.60064	28521.39865	0	0	0	0	0	0	0	35833.8211	0	0	48137.76817	0	0	0	22010.37705	0	0	0	96034.56389	0	11161.41971	12514.92733	239332.1996	0	0	0	0	0	0	0	0	0	15236.07931	0	0	13035.326	0	25973.75551	23611.09258	27307.21375	22062.06744	40123.9339	74830.02014	87990.01836	117972.4846	51443.39739
TAG(54:3)+13C0 [+Na]	349603.6458	30427.10256	17643.3472	136832.2833	258351.2697	86968.53745	0	43755.66302	37151.73634	112039.1862	47603.19539	0	95433.60753	10465.17161	19085.28955	47033.17201	28020.35228	107265.3666	215061.7252	65879.67462	104523.8824	67852.55849	782531.0436	18403.76153	161615.6453	49724.16102	15266.46145	0	26271.02472	66099.84749	0	0	0	79089.56989	0	0	216072.2279	0	156943.5786	0	106865.2102	24524.62354	88513.63807	0	105868.4201	73189.33776	30294.65754	136910.9275	134520.6912	47961.57577	98607.46892	72743.35606	30114.57	87167.43224	33846.65264	70382.97078	101109.6592	27951.77421	70906.40014	325915.269	20488.79807	34868.90299	25203.85123	173392.2581	0	124762.0885	35623.53279	415447.6057	40445.59936	91113.75781	63104.77525	1284592.767	54326.6873	29604.21585	37296.32486	19003.25589	20401.57841	12906.7555	22013.59897	41253.2194	90387.94896	68641.95282	0	75461.9246	44586.62705	53586.89246	87702.31205	144463.9558	148577.117	95798.23894	204896.6969	364852.1672	543112.832	549922.1307	379768.4253
TAG(54:1)+13C1[+NH4]	38266.98254	0	0	32853.99632	78706.25082	66821.44411	0	0	17409.46604	0	0	0	15728.89476	0	0	14278.19542	0	0	53107.3678	0	27404.18742	17378.8816	105500.2972	0	32720.60548	0	0	0	0	0	0	70222.79818	0	60835.95736	0	0	92908.81691	0	75816.45906	0	59549.98893	0	0	0	15411.80125	0	0	43340.86969	48327.87864	0	0	0	0	22160.12525	0	0	16428.73586	9984.544101	23226.37499	25645.78518	0	18315.31082	0	60481.46305	0	0	0	138143.5229	0	0	0	433420.9697	49757.13186	0	0	0	0	0	35111.0554	20458.97311	64591.26384	13748.82863	0	0	0	23006.2599	23919.05103	32925.921	75293.88384	48780.20029	121123.4738	113573.1532	222723.9145	165199.1278	26233.99577
TAG(54:3)+13C1 [+Na]	212275.4386	19093.21299	0	82803.06358	162495.3402	53990.39923	0	0	24297.08192	65489.07604	28215.92236	0	57765.98826	0	0	31000.21574	17735.02243	67898.40948	137507.1806	42493.75633	64586.33679	41996.39178	477862.7421	0	95851.42823	30596.72395	0	0	16068.97721	40400.52719	0	0	0	46075.96502	0	0	130035.3827	0	98868.11575	0	63766.27346	15826.04911	54371.91572	0	64854.2913	48946.89346	17592.85644	82585.24719	79779.21367	31460.90112	61923.46518	45993.82089	18740.32355	53536.49278	21158.95983	0	60465.03999	16981.78067	45018.62518	199379.8274	13410.25347	21471.20408	0	108274.8524	0	74837.38099	23154.50992	250495.3084	24944.11435	58432.55299	38745.24704	790934.9917	33261.46635	19423.22247	23859.23484	12736.62361	13320.98605	0	0	24843.87448	55529.9008	41854.75652	0	44756.65278	26156.45658	31186.96823	52944.22109	88734.40206	95656.05841	60136.68415	128870.3263	225047.6405	333279.1247	329217.5585	238340.5076
TAG(54:3)+13C2 [+Na]	58862.88537	0	0	21234.02831	40000.03602	14692.59886	0	0	0	0	0	0	15379.12658	0	0	0	0	0	36548.77975	0	18522.94852	13587.01201	125035.8191	0	26481.49664	0	0	0	0	12178.03029	0	0	0	0	0	0	39012.27659	0	28004.7404	0	0	0	15442.79032	0	18267.04028	0	0	22898.77699	0	0	0	0	0	15498.72996	0	0	18374.18547	0	0	56456.54592	0	0	0	28567.90112	0	0	0	67796.91178	0	15396.61923	12517.57562	204682.9807	0	0	0	0	0	0	0	0	16026.75965	13226.31722	0	0	0	0	0	24796.01453	28964.1312	0	0	54029.02205	91126.32275	89091.27424	67846.41736
TAG(54:2)+13C0 [+Na]	65856.48824	10610.99275	0	50440.87945	97459.05434	59389.033	0	0	15049.44628	0	0	0	31217.37773	0	0	23691.18824	0	0	74585.82437	0	31039.28888	24132.22282	194168.431	0	48273.70523	0	0	0	0	14441.18553	0	0	0	35534.07218	0	0	70669.35955	0	65709.36736	0	42344.44505	0	20580.94329	0	35978.60211	0	0	53780.73836	49535.79695	0	0	0	0	34808.44155	16008.10191	0	22373.32899	12713.99283	26575.28217	67314.59644	0	18348.70757	0	63585.26326	0	0	0	139112.5665	0	26275.51773	11295.38829	452779.0555	29954.529	0	0	10207.84262	0	0	0	17534.30837	51923.66715	18272.46498	0	24183.56079	15036.27265	0	29444.59175	55946.7294	47344.1715	0	82109.30229	153721.5381	188877.1528	157339.6609	72198.62287
TAG(54:2)+13C1 [+Na]	37283.6589	0	0	29750.77145	56132.07949	35312.22827	0	0	0	0	0	0	18455.76766	0	0	0	0	0	46083.22113	0	18040.92531	15648.77285	81556.76321	0	28997.13267	0	0	0	0	0	0	0	0	0	0	0	44059.62205	0	40168.60222	0	0	0	14023.5656	0	22833.57582	0	0	33495.09563	30350.46012	0	0	0	0	21192.02799	0	0	0	0	16210.38926	44251.11966	0	0	0	38605.15283	0	0	0	83006.74898	0	16021.56049	0	263214.4593	20198.09083	0	0	0	0	0	0	0	29885.52455	0	0	0	0	0	0	35999.40773	30558.21209	0	50579.59476	91184.61732	109335.8433	86513.21043	42769.33404
TAG(55:5)+13C0[+NH4]	31635.04425	0	0	0	31525.3519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17078.33698	0	279173.7676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58949.87661	0	0	0	153913.5494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37032.08571	0	0	0	59503.04616	84618.79862	0
TAG(55:4)+13C0[+NH4]	37798.49012	0	0	12073.15703	32535.64155	0	0	0	0	0	0	0	0	0	0	0	0	0	14655.41801	0	0	0	205062.8821	0	18741.70086	0	0	0	0	0	0	0	0	0	0	0	38327.71205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84323.58311	0	0	0	231075.9837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48425.04648	0	0	0	89586.04895	99096.26743	21473.74766
TAG(55:4)+13C1[+NH4]	29294.81477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136426.5739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53306.59434	0	0	0	140397.2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30945.25368	0	0	0	58871.06379	65050.66727	0
TAG(55:3)+13C0[+NH4]	46443.99158	0	0	13862.32681	37860.09589	0	0	0	0	0	0	0	0	0	0	0	0	0	13519.38726	0	16126.02595	0	122954.8788	0	18034.40473	0	0	0	0	0	0	0	0	0	0	0	36948.5139	0	0	0	0	0	0	0	0	0	0	14242.62972	0	0	0	0	0	0	0	0	0	0	0	12806.90035	0	0	0	0	0	0	0	74158.88512	0	0	0	229627.6233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60978.01289	0	0	43696.96308	101488.6621	104808.1149	24729.53231
TAG(54:6)+13C0[+K]	48223.08236	0	0	0	0	0	0	0	0	0	0	0	30908.09716	0	0	0	0	0	29896.23706	0	0	0	1272320.022	0	21904.87284	0	0	0	0	0	0	0	0	33235.21667	0	0	0	0	0	0	0	0	22408.28015	0	0	0	27024.647	0	0	0	0	0	0	0	0	0	121924.3239	0	28020.0527	0	14680.11933	0	0	19913.47649	0	0	0	32402.90472	19091.28384	0	0	105847.0986	39141.84542	0	0	0	0	0	0	19448.576	0	0	0	0	29250.43438	0	0	0	0	112240.6075	0	62848.63257	185920.7211	49958.15832	24001.29586
TAG(55:3)+13C1[+NH4]	28724.96359	0	0	0	24732.17773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77293.98589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45026.05657	0	0	0	141983.3874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39107.66	0	0	0	69254.23748	65524.76693	0
TAG(54:6)+13C1[+K]	32709.38777	0	0	0	0	0	0	0	0	0	0	0	19159.82214	0	0	0	0	0	19387.80368	0	0	0	778755.4359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17923.22346	0	0	0	0	0	0	0	0	0	74956.48272	0	20432.81048	0	0	0	0	0	0	0	0	0	0	0	0	76476.92549	24797.17556	0	0	0	0	0	0	12735.06944	0	0	0	0	17996.2877	0	0	0	0	67995.93193	0	40251.76126	137461.0975	0	0
TAG(56:9)+13C0[+NH4]	30547.31198	0	0	0	21558.82617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22309.45138	0	0	0	25773.32544	0	0	0	0	0	0	0	0	0	0	0	41146.4774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26706.38358	0	15610.93683	0	0	0	0	0	0	0	0	0	0	0	0	76850.34109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38697.89904	181773.3104	0
TAG(55:2)+13C0[+NH4]	30195.5746	0	0	0	33171.57632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59170.5503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39230.30242	0	0	0	122838.4572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36337.20358	0	0	0	71378.58602	62968.46774	0
TAG(54:5)+13C0[+K]	99193.58882	20149.09025	0	13493.32281	23408.10635	16012.18987	0	0	0	0	17378.94105	0	71518.43922	0	0	0	20602.48066	0	67575.83275	0	20118.40394	0	1013420.81	31158.6834	31624.31494	0	0	0	0	0	0	0	0	70411.60495	0	0	34202.56253	0	0	0	0	17606.73943	37718.9834	16807.27874	13692.92848	0	48031.1117	0	43086.0697	0	0	0	24753.14132	0	0	0	159087.9775	0	45169.25941	19298.32048	19520.4101	0	0	46429.97222	0	0	0	57853.38883	33479.02864	0	0	233469.1118	68380.8072	0	0	0	0	0	0	38388.68438	0	28989.68746	0	21851.19179	51233.05627	19138.03929	26011.76994	17094.86091	0	234931.0352	48957.21153	87510.88779	411032.8686	78019.80479	57830.80922
TAG(54:5)+13C1[+K]	63807.22048	0	0	0	0	0	0	0	0	0	0	0	45992.5591	0	0	0	0	0	42127.2191	0	0	0	617001.0614	21992.90892	19508.84764	0	0	0	0	0	0	0	0	45796.89065	0	0	0	0	0	0	0	0	24442.42718	0	0	0	29069.53039	0	30304.65165	0	0	0	0	0	0	0	98392.11509	0	29413.46634	11949.99249	13342.57006	0	0	30797.99398	0	0	0	36128.00775	23478.39526	0	0	142862.6575	39629.8522	0	0	0	0	0	0	24670.26543	0	19260.26601	0	0	30219.76559	0	0	0	0	148106.5693	0	58776.63209	265038.1025	48437.09063	38398.78631
TAG(56:8)+13C0[+NH4]	139060.1165	12644.44214	0	20884.73671	131148.6591	13046.37698	0	0	18368.1859	86178.01079	25039.45248	0	21418.54227	11579.72322	0	0	13014.30873	0	28951.50282	66567.5883	93357.10848	16168.80082	0	19092.00014	120166.9212	27947.72524	0	0	0	29075.21002	0	150526.2643	0	0	0	0	195577.9944	0	30781.29393	0	0	0	56205.25391	0	14171.70112	48296.77765	19753.09729	17610.66344	45032.87874	0	0	30022.30313	15656.92984	12612.17232	19929.25947	0	115240.0598	0	68814.03063	14486.6305	14628.47849	0	0	28938.04966	0	124345.9157	0	89764.35737	15724.28531	0	0	434619.1425	42462.42696	16328.19704	0	0	22411.51479	0	0	20661.64579	21302.60596	19443.24681	0	88667.66667	0	0	22241.95977	38763.75866	54206.65774	60566.27104	96439.01762	69647.2231	303678.8666	770827.2386	41265.73873
TAG(54:4)+13C0[+K]	135247.4642	21652.55141	0	20247.30156	25827.1104	19842.01024	0	0	0	0	17236.74203	0	99417.58471	0	0	19620.94429	23508.87187	0	71393.39114	0	17111.06174	14696.26321	644314.4908	34440.75285	33550.52834	0	0	44326.7201	0	0	0	0	0	91478.23263	0	18008.4222	42129.68986	0	0	0	0	19808.03152	42651.33821	20677.19228	16107.13128	0	50278.55883	13626.98369	52918.49963	0	0	27473.40944	29360.35155	41814.51367	0	0	122473.4425	0	47020.1562	43993.75774	18078.86367	16369.82344	0	75519.15823	0	0	0	67587.87075	42510.37659	0	12159.92366	303382.8461	101407.5446	0	0	0	0	0	0	54998.10941	0	36541.26593	0	20830.07136	44674.46724	28971.78402	25828.87014	24668.0709	42346.28179	311538.0368	63167.86001	87817.22364	590446.6838	91576.04652	112473.7081
TAG(56:8)+13C1[+NH4]	92363.81348	0	0	14266.18513	82440.35938	0	0	0	0	56183.24215	15974.77758	0	13336.44604	0	0	0	0	0	18009.15572	45620.7282	59510.77429	0	0	0	75926.54979	0	0	0	0	18228.90152	0	94786.34007	0	0	0	0	127155.8262	0	0	0	0	0	35097.77143	0	0	0	0	0	29205.87628	0	0	0	0	0	0	0	71595.49041	0	40662.54442	0	10579.80795	0	0	19339.14109	0	74247.66646	0	57371.26208	0	0	0	272391.3796	27032.47328	11359.65497	0	0	14572.84227	0	0	13999.96275	0	12719.95867	0	53892.1649	0	0	0	23898.62091	37175.71035	37523.06588	61973.46073	50499.80394	198677.1	492939.995	25487.39676
TAG(54:4)+13C1[+K]	85298.92527	15091.37623	0	12326.19361	0	0	0	0	0	0	0	0	62008.32029	0	0	0	0	0	46209.48294	0	0	0	411041.1506	23618.60781	21160.3274	0	0	0	0	0	0	0	0	58950.37578	0	0	0	0	0	0	0	0	28065.12656	13556.00244	0	0	30074.16309	0	35115.15521	0	0	0	20965.77267	0	0	0	77970.74934	0	29885.33733	26918.64869	13146.6664	0	0	48807.409	0	0	0	41803.51896	25708.32576	0	0	188222.4555	61357.59447	0	0	0	0	0	0	34531.75649	0	23676.56134	0	0	27424.51109	19864.26911	0	15995.12871	0	199642.9199	44534.7415	59471.63438	371145.2238	58147.47555	70171.41841
TAG(56:7)+13C0[+NH4]	336632.041	26909.89834	21914.98719	51543.0568	296368.4009	32865.46222	0	57330.37827	34775.1164	112487.8378	56023.80273	0	56229.43893	16283.64632	0	14320.04435	25954.52946	34541.87596	58877.64332	113659.4198	190767.3557	37528.74749	74184.375	36644.45194	223863.1541	57856.03115	22334.25144	0	16467.92061	66995.70409	0	249543.3959	0	47029.29514	0	0	386462.4501	0	70707.10603	0	84103.82755	30286.10613	111357.8365	0	33672.66712	106054.5626	43959.17773	36326.90756	89363.65024	32432.4408	94940.922	79179.65449	31003.23034	38491.93071	36489.17578	71244.672	175234.2215	13859.08135	124937.2704	39969.25015	23911.96871	17185.63316	0	73575.14139	0	308275.5304	0	164373.3816	24715.19364	21962.57222	17736.62014	1040165.589	68885.02005	31120.26113	30006.79454	0	29910.61992	14556.22623	26865.5997	51202.51918	44819.81058	47893.34155	0	171594.2808	14788.66632	34033.87553	36649.72955	73149.56591	131271.9583	0	215403.1149	141035.4079	707650.3032	1252887.772	97946.56705
TAG(54:3)+13C0[+K]	120617.0894	17025.72592	0	18800.4433	26074.00945	25189.50171	0	0	0	0	18497.04908	0	75203.85599	0	0	19452.21546	19642.66554	0	43492.48231	0	0	14309.13759	313755.1228	26109.93674	28188.13547	0	0	33273.01009	0	0	0	0	0	83973.28692	0	0	38819.64923	0	0	0	0	0	31653.74743	17879.77608	22754.47121	0	31509.72825	0	38975.48728	0	59515.53555	28894.81873	27661.00136	51633.23933	0	0	56282.03489	0	39135.53689	40486.10766	12359.19084	19018.24472	0	76782.49171	0	0	0	42143.45366	30377.25268	12266.32158	10948.60465	252057.0077	100389.1737	0	0	0	0	0	0	56215.42351	14801.42979	26694.46395	0	20855.88991	25884.25888	31255.38693	0	21337.90085	43397.07043	231419.0253	57549.76106	78012.59985	508107.1917	63397.52284	109312.5962
TAG(56:7)+13C1[+NH4]	213349.4666	18262.71527	13946.49967	32315.89625	193904.2298	21132.7208	0	38198.58426	23495.10433	70004.53332	35866.61418	0	34328.66735	0	0	0	17303.40152	0	36667.54308	71131.97292	123849.2327	23307.7467	0	22863.48743	141895.7156	35312.62921	14058.42055	0	0	42557.33583	0	163431.6631	0	32490.11071	0	0	254318.1882	0	43676.11069	0	53006.5293	19374.30858	70981.4614	0	21164.63172	66346.81954	28723.6736	21726.83	57296.25676	0	65999.58762	49846.7076	19145.5356	24761.88166	22924.84081	51717.19907	112030.8881	0	78898.91716	24483.48712	15220.23447	0	0	45237.52412	0	192019.1517	0	102932.8258	16759.16733	14131.34632	11890.87667	651438.7698	44938.82031	19511.39124	0	0	19303.99431	0	19501.81115	32134.14681	27873.30346	30197.72084	0	107904.8414	0	22932.24886	25871.00538	46314.74986	83961.72582	0	135178.9944	89960.25482	458178.8431	802157.8377	61013.83254
TAG(54:3)+13C1[+K]	77698.80134	0	0	12701.49671	0	18064.49779	0	0	0	0	0	0	46194.91526	0	0	0	0	0	26943.40072	0	0	0	197675.067	18578.26527	18421.88866	0	0	0	0	0	0	0	0	53510.8811	0	0	0	0	0	0	0	0	21644.14154	0	15461.13327	0	20021.18406	0	0	0	0	0	18862.9048	34758.24716	0	0	34851.93322	0	27032.06188	25192.01009	0	0	0	47153.98273	0	0	0	29601.42465	19657.09099	0	0	162265.2983	62053.71599	0	0	0	0	0	0	35484.16131	0	18372.51179	0	0	16973.35808	21019.84102	0	14326.9087	0	145892.0804	44152.37266	49098.09322	322561.2544	46904.80486	67002.34354
TAG(56:7)+13C2[+NH4]	47119.71205	0	0	0	40129.00607	0	0	0	0	0	0	0	9547.05161	0	0	0	0	0	0	0	27194.92272	0	0	0	32260.10854	0	0	0	0	0	0	0	0	0	0	0	59027.52194	0	0	0	0	0	17405.50153	0	0	0	0	0	0	0	0	0	0	0	0	0	27410.54972	0	19244.00653	0	0	0	0	0	0	53006.26835	0	26819.11395	0	0	0	134395.0906	0	0	0	0	0	0	0	0	0	0	0	24720.23615	0	0	0	13154.96372	0	0	40880.86597	0	93243.56294	197293.097	0
TAG(56:6)+13C0[+NH4]	419842.0632	35999.97747	22218.95561	61715.91263	427613.7577	42910.40583	0	73338.05029	39960.29237	82680.07359	68388.71545	0	72531.28234	13570.28401	13450.4056	16790.8461	30260.49005	52335.81288	65617.75722	85103.41557	213571.69	47775.37344	164798.8218	45420.96274	220988.2509	65242.44624	26361.73778	17334.69381	21478.96298	78963.51092	0	213287.4274	0	56926.15438	0	0	406148.671	0	102870.4952	0	112611.1957	35080.07019	113605.2918	0	63442.80595	120729.6519	52443.04395	40741.82765	105898.7134	31363.52398	139772.0181	104804.9639	37084.73953	61356.93776	38219.19815	104370.9879	154111.0388	16473.18261	125297.8672	45763.98975	23372.31252	20468.79178	26697.58446	87755.36957	0	392050.0799	0	173030.9614	20272.54916	31463.59797	22638.37466	1231265.29	51772.9416	34444.53637	39856.89958	11117.84614	20097.52203	13066.08559	31201.83415	74607.05367	49445.23387	62745.70778	0	222772.0653	15163.61119	53261.48235	41395.24014	65958.7391	176293.269	181778.001	264741.2954	159045.1042	979577.3086	1045480.921	118765.6641
TAG(56:6)+13C1[+NH4]	264031.2143	23774.98403	14876.24469	41608.80579	270357.1859	28980.31136	0	44146.40929	25609.32568	52778.36168	42382.36554	0	46181.60939	0	0	12918.52707	20014.47385	0	40507.81464	54219.00519	139350.9887	30347.45185	106141.6454	29236.11792	145275.5832	42552.19628	16792.72571	0	14745.72346	49004.02724	0	132940.8425	0	38512.31899	0	0	265028.8667	0	65731.30984	0	71108.08064	21618.86458	71390.38758	0	40502.50625	75723.73941	35027.67211	26238.6804	66347.52657	0	85388.19336	65302.90408	23548.32329	38544.37608	24431.29271	66404.02751	100363.1452	11440.66304	80460.70877	30819.23546	14737.11396	14423.84778	0	57029.96189	0	245207.564	0	111072.0456	0	19082.55893	14277.4644	786382.53	33773.00533	21370.14473	28990.87904	0	13294.81082	0	22378.55833	46032.99857	32097.97681	42835.18712	0	140855.0407	0	33525.23367	24443.00831	41858.84692	108272.1429	119338.3089	168472.4844	103782.9275	624617.827	671093.9422	77075.17896
TAG(56:6)+13C2[+NH4]	70014.93841	0	0	11960.32413	69069.08037	0	0	0	0	0	0	0	13314.49391	0	0	0	0	0	12693.95171	0	37429.04818	0	0	0	38184.56585	0	0	0	0	14811.20142	0	0	0	0	0	0	63608.92503	0	0	0	0	0	20024.7983	0	13113.75449	0	0	0	0	0	0	21233.53238	0	0	0	0	27565.8454	0	20959.04301	0	0	0	0	16898.13797	0	64626.82625	0	31105.76786	0	0	0	203802.3357	0	0	0	0	0	0	0	14624.02183	0	13108.62586	0	39232.8372	0	0	0	13301.12676	28905.63862	29437.20058	45541.09605	0	155684.7352	178925.3804	22264.86202
TAG(56:5)+13C0[+NH4]	240481.0421	24603.31068	13881.81675	41602.54283	316075.6564	31910.41769	0	41174.55563	24181.63379	53274.62188	45262.23161	0	51525.97725	0	0	0	17904.17863	41100.46808	58788.72205	38896.04286	117337.6081	30280.5299	292968.6124	34839.20353	126547.333	39866.64041	17128.73788	0	14463.04675	45915.41123	0	129040.4788	0	47299.86906	0	0	218593.701	0	73471.85744	0	74013.14777	23589.67277	62714.7089	0	56017.0296	62649.42719	33709.06052	36189.43737	72818.55275	0	80281.01186	73179.70385	23760.81657	38806.12747	22163.24894	68233.70928	77259.78756	12241.9334	77158.50491	34110.58411	12491.4253	15333.55155	18860.70833	59579.54653	22272.01721	226371.0509	0	150472.2645	15060.61334	22360.60096	15734.8859	782201.7876	28778.29589	22459.42295	32280.45094	0	12415.3148	0	19756.78421	51143.42087	31534.17189	42692.4756	0	135221.3451	0	39178.22427	29649.3203	45433.98808	118291.7589	132867.262	186015.5743	116255.9387	776808.3531	577735.3397	61673.04106
TAG(56:7)+13C0 [+Na]	55453.53289	0	0	18865.35786	71785.09359	13355.1039	0	0	0	0	16775.21637	0	13737.26344	0	0	0	0	0	14605.43146	0	41151.72509	0	0	0	58562.96291	0	0	0	0	20749.55357	0	0	0	0	0	0	55889.60181	0	0	0	0	0	33173.42007	0	0	0	0	0	0	0	0	0	0	0	0	0	38016.64756	0	27530.71595	15838.66133	0	0	0	16199.64149	0	0	0	32538.79569	0	10527.12379	0	163437.3575	0	0	0	0	12050.37638	0	0	0	0	15246.26612	0	38317.23606	0	0	0	24583.80748	26781.21105	20661.20032	0	43656.61519	93052.20264	191734.1766	24428.46378
